/â°ïù,ècïù,îwåi,âπäy,ÉXÉNÉçÅ[Éã,
 44, 15, 5, 8, 0,
 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 0, 0, 0, 0, 0, 0, 0, 308, 308, 308, 0, 0, 0, 601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 308, 308, 308, 308, 308,
 0, 0, 0, 0, 704, 0, 0, 0, 0, 0, 0, 308, 308, 0, 0, 0, 0, 0, 0, 0, 308, 308, 308, 12008, 12008, 12008, 12008, 12008, 12008, 12008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 308, 308, 308, 308, 308,
 0, 999, 0, 0, 704, 0, 0, 0, 0, 0, 0, 308, 308, 0, 0, 0, 14006, 0, 0, 0, 308, 308, 308, 12008, 12008, 12008, 12008, 12008, 12008, 12008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 308, 308, 308, 308, 308,
 0, 0, 0, 701, 704, 0, 0, 0, 0, 702, 0, 308, 308, 0, 0, 0, 0, 0, 0, 0, 308, 308, 308, 12008, 12008, 12008, 12008, 12008, 12008, 12008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 308, 308, 308, 308, 308,
 308, 308, 308, 308, 308, 703, 703, 703, 308, 308, 308, 308, 308, 0, 0, 0, 0, 0, 0, 0, 308, 308, 308, 12008, 12008, 12008, 12008, 12008, 12008, 12008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 308, 308, 308, 308, 308,
 308, 308, 308, 308, 308, 0, 0, 0, 308, 308, 308, 308, 308, 500, 500, 500, 308, 0, 0, 0, 308, 308, 308, 12008, 12008, 12008, 12008, 12008, 12008, 12008, 0, 33503, 33503, 33503, 0, 0, 0, 0, 0, 308, 308, 308, 308, 308,
 308, 308, 308, 308, 308, 0, 0, 0, 308, 308, 308, 308, 308, 0, 0, 0, 308, 0, 0, 0, 308, 308, 308, 12008, 12008, 12008, 12008, 12008, 12008, 12008, 0, 501, 501, 501, 33503, 33503, 33503, 33503, 33503, 308, 308, 308, 308, 308,
 308, 308, 308, 308, 308, 0, 0, 0, 308, 308, 308, 308, 308, 0, 0, 0, 308, 0, 0, 0, 0, 308, 0, 12008, 12008, 12008, 12008, 12008, 12008, 12008, 0, 308, 308, 308, 32503, 32503, 32503, 32503, 32503, 308, 308, 308, 308, 308,
 308, 308, 308, 308, 308, 0, 0, 12004, 308, 308, 308, 308, 308, 500, 500, 500, 308, 0, 0, 0, 0, 308, 0, 0, 0, 0, 0, 0, 704, 704, 704, 308, 308, 308, 31503, 31503, 31503, 31503, 31503, 308, 308, 308, 308, 308,
 308, 308, 308, 308, 308, 0, 0, 0, 308, 308, 308, 308, 308, 0, 0, 0, 308, 0, 0, 0, 0, 704, 0, 0, 0, 0, 0, 0, 0, 0, 0, 308, 308, 308, 30503, 30503, 30503, 30503, 30503, 308, 308, 308, 308, 308,
 308, 308, 308, 308, 308, 0, 0, 0, 308, 308, 308, 308, 308, 0, 0, 0, 308, 0, 701, 0, 0, 704, 0, 0, 0, 702, 0, 0, 0, 0, 0, 308, 308, 308, 0, 12008, 12008, 12008, 0, 308, 308, 308, 308, 308,
 308, 0, 0, 0, 704, 0, 0, 0, 0, 0, 0, 0, 0, 500, 500, 500, 308, 500, 500, 500, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 0, 12008, 12008, 12008, 0, 308, 308, 308, 308, 308,
 308, 0, 801, 0, 704, 0, 0, 0, 0, 0, 0, 0, 0, 12008, 12008, 12008, 704, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12008, 12008, 12008, 0, 308, 308, 308, 308, 308,
 308, 0, 0, 0, 704, 0, 0, 0, 0, 0, 0, 0, 0, 12008, 12008, 12008, 704, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 901, 0, 0, 308, 308, 308, 308, 308,
 308, 308, 308, 308, 308, 703, 703, 703, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308, 308,
